transaction_id,transaction_primary_class
Three Gorges First Wind Farm Pakistan Private Limited-Pakistan-2013-01-01,GREEN
Government of Uzbekistan-Uzbekistan-2017-01-01,BROWN
Government of Ethiopia-Ethiopia-2016-10-04,NEUTRAL
Telecom Argentina SA-Argentina-2020-12-24,NEUTRAL
Government of Madagascar-Madagascar-2017-08-30,NEUTRAL
Government of Ecuador-Ecuador-2016-11-17,NEUTRAL
Ghana Cocoa Board (COCOBOD)-Ghana-2020-09-29,NEUTRAL
Zara Mining Share Company-Eritrea-2013-07-01,BROWN
PT Bank Rakyat Indonesia (Persero) Tbk-Indonesia-2020-08-14,NEUTRAL
Government of Ethiopia-Ethiopia-2011-08-16,NEUTRAL
Government of Ethiopia-Ethiopia-2008-06-13,GREY
Société Nationale des Chemins de Fer Tunisiens (SNCFT)-Tunisia-2009-10-22,NEUTRAL
Government of Mozambique-Mozambique-2013-11-15,NEUTRAL
Sachal Energy Development Pvt Ltd (SEDL)-Pakistan-2015-02-15,GREEN
Government of Ecuador-Ecuador-2019-11-04,NEUTRAL
Government of the Democratic Republic of the Congo-Congo - Kinshasa-2011-01-01,NEUTRAL
Government of Ghana-Ghana-2012-01-11,GREY
Star Bulk Carriers Corp.-Marshall Islands-2019-09-23,NEUTRAL
Star Bulk Carriers Corp.-Marshall Islands-2019-07-01,NEUTRAL
Government of Angola-Angola-2019-01-21,NEUTRAL
Fiji Ministry of Economy-Fiji-2012-09-21,NEUTRAL
Ford Otomotiv Sanayi A.S.-Turkey-2021-07-14,GREY
Government of Kenya-Kenya-2012-01-01,NEUTRAL
Government of Cuba-Cuba-2008-11-19,NEUTRAL
Government of Cambodia-Cambodia-2021-07-20,NEUTRAL
Government of Republic of Congo-Congo - Brazzaville-2011-09-29,GREEN
Belarusbank-Belarus-2010-10-11,GREY
Argentina Ministry of Economy-Argentina-2010-01-27,NEUTRAL
"Cameroon Ministry of Economy, Planning, and Regional Development (MINEPAT)-Cameroon-2013-11-11",NEUTRAL
Government of Mozambique-Mozambique-2007-02-08,NEUTRAL
Acleda Bank-Cambodia-2016-12-19,NEUTRAL
Banque Misr-Egypt-2016-01-20,NEUTRAL
"African Export-Import Bank (Afreximbank)-Africa, regional-2016-09-12",NEUTRAL
CCN Laboratuvar Hizmetleri ve Yonetim A.S.-Turkey-2017-12-28,NEUTRAL
CJSC China Merchants CHN-BLR Commerce and Logistics Company-Belarus-2015-01-01,NEUTRAL
Lukoil Overseas Shah Deniz Limited-Azerbaijan-2015-10-22,BROWN
Government of Angola-Angola-2013-05-13,NEUTRAL
KAZ Minerals Finance PLC (Formerly Kazykhmys Finance PLC)-Kazakhstan-2020-01-28,NEUTRAL
K-Electric-Pakistan-2015-12-22,GREY
Ethiopian Airlines-Ethiopia-2012-01-15,NEUTRAL
Government of Eritrea-Eritrea-2012-02-29,NEUTRAL
MCC Duddar Minerals Development Company Pvt. Limited (MDMD)-Pakistan-2005-01-06,BROWN
Government of Cote d'Ivoire-Côte d’Ivoire-2019-05-22,NEUTRAL
Government of Mozambique-Mozambique-2001-01-01,NEUTRAL
Government of Burundi-Burundi-2001-04-27,NEUTRAL
Beta Lula Central Holding Ltd.|Beta Lula Central Operações Marítimas Ltda. |Beta Lula Central S.à.r.l.-Brazil-2015-07-01,BROWN
Government of Angola-Angola-2017-03-17,Mixed (No Clear Dominant)
Government of Kenya-Kenya-2016-05-19,NEUTRAL
Government of Gabon-Gabon-2015-12-03,NEUTRAL
Lesotho Ministry of Finance-Lesotho-2018-06-01,NEUTRAL
KAZ Minerals Finance PLC (Formerly Kazykhmys Finance PLC)-Kazakhstan-2017-06-01,NEUTRAL
Absa Group Ltd. (ABGL)-South Africa-2017-08-18,NEUTRAL
BCPG Public Company Limited (BCPG)-Indonesia-2017-07-01,GREEN
BHR Newwood Investment Management Limited (BHR)|China Molybdenum Co. Ltd. (CMOC)-Congo - Kinshasa-2017-04-06,GREY
Banque Misr-Egypt-2017-04-20,NEUTRAL
Belarusbank-Belarus-2017-03-01,NEUTRAL
Chem-Plus LLP-Kazakhstan-2017-06-01,NEUTRAL
EXPORT Lng Limited-Argentina-2017-06-30,BROWN
KAZ Minerals PLC (Formerly Kazykhmys PLC)-Kazakhstan-2017-06-09,NEUTRAL
Government of North Korea-North Korea-2020-06-01,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2013-04-05,GREY
Sea Ports Corporation (SPC)-Sudan-2011-01-01,NEUTRAL
Government of Grenada-Grenada-2006-01-01,NEUTRAL
Government of the Kyrgyz Republic-Kyrgyzstan-2008-12-10,NEUTRAL
"Kiribati Tuna Fishing Co., Ltd.-Kiribati-2019-07-09",NEUTRAL
Mexican Comisión Federal de Electricidad (CFE)-Mexico-2018-07-31,NEUTRAL
Government of Cote d'Ivoire-Côte d’Ivoire-2020-12-24,NEUTRAL
Cementos Argos SA-Colombia-2008-05-01,BROWN
Government of Bangladesh-Bangladesh-2011-08-01,NEUTRAL
Government of Papua New Guinea-Papua New Guinea-2017-01-01,NEUTRAL
Star Bulk Carriers Corp.-Marshall Islands-2018-01-01,NEUTRAL
Government of Suriname-Suriname-2017-07-03,NEUTRAL
Government of Laos-Laos-2021-01-01,NEUTRAL
Government of Gabon-Gabon-2015-11-11,NEUTRAL
"Huawei Technologies Co., Ltd.-Indonesia-2010-12-20",NEUTRAL
First Bank of Nigeria Limited-Nigeria-2013-07-10,NEUTRAL
Government of Nigeria-Nigeria-2013-01-05,NEUTRAL
Myanmar Foreign Trade Bank (MFTB)-Myanmar-2013-10-18,NEUTRAL
National Bank for Foreign Economic Activity of the Republic of Uzbekistan (NBU)-Uzbekistan-2013-07-18,NEUTRAL
National Bank of Serbia (NBS)-Serbia-2009-01-01,NEUTRAL
Government of the Republic of Trinidad and Tobago-Trinidad & Tobago-2019-12-16,NEUTRAL
Investec Bank (South Africa)-South Africa-2016-04-08,NEUTRAL
Government of Senegal-Senegal-2019-01-01,NEUTRAL
CHEC Port City Colombo (PVT) Ltd.|Government of Sri Lanka-Sri Lanka-2019-04-01,NEUTRAL
"Myanmar Fiber Optic Communication Network Co., Ltd. (MFOCN)-Myanmar-2019-01-01",NEUTRAL
Government of Cambodia-Cambodia-2009-05-19,NEUTRAL
Garuda Indonesia-Indonesia-2015-12-11,NEUTRAL
National Bank of Egypt-Egypt-2015-01-01,NEUTRAL
Tajikistan Ministry of Finance-Tajikistan-2006-12-16,GREY
Government of Malawi-Malawi-2020-08-18,NEUTRAL
Dyason’s Klip 1|Dyason’s Klip 2|Sirius Solar PV Project One (RF) (Pty) Ltd-South Africa-2018-04-01,GREEN
Government of Niger-Niger-2014-01-02,NEUTRAL
Government of Côte d'Ivoire (Ivory Coast)-Côte d’Ivoire-2012-04-13,NEUTRAL
SEB Power Sdn Bhd-Malaysia-2019-01-01,GREY
BAKAD Investment and Operation LLP-Kazakhstan-2020-08-01,NEUTRAL
"African Union Commission-Africa, regional-2012-01-28",NEUTRAL
Government of North Korea-North Korea-2012-02-01,NEUTRAL
Belarusbank|Belarusian Railway-Belarus-2015-05-10,GREY
Government of Mali-Mali-2014-09-16,GREEN
Ghana Cocoa Board (COCOBOD)-Ghana-2017-09-20,NEUTRAL
United Company RUSAL-Russia-2019-10-29,NEUTRAL
Attijariwafa Bank-Morocco-2014-11-28,NEUTRAL
Government of Sri Lanka-Sri Lanka-2014-11-24,NEUTRAL
Sociedad Minera Cerro Verde S.A.-Peru-2014-03-01,GREY
U Energy Thaketa Power Co. Ltd.-Myanmar-2014-11-14,GREY
"Xuzhou Construction Machinery Group Co., Ltd. (XCMG)-Zimbabwe-2014-01-01",GREY
Transnet-South Africa-2011-10-01,NEUTRAL
Kryso Resources PLC-Tajikistan-2012-05-24,BROWN
Central Bank of Nigeria (CBN)-Nigeria-2018-04-27,NEUTRAL
Government of Mali-Mali-2008-11-26,NEUTRAL
Akbank T.A.Ş.-Turkey-2017-03-22,NEUTRAL
Government of Eritrea-Eritrea-2015-01-01,NEUTRAL
Ghana Cocoa Board (COCOBOD)-Ghana-2009-09-25,NEUTRAL
Government of Turkmenistan-Turkmenistan-2007-11-03,NEUTRAL
Investec Bank Limited-South Africa-2021-11-18,NEUTRAL
Government of Republic of Congo-Congo - Brazzaville-2012-01-01,NEUTRAL
Electricite du Laos-Laos-2018-03-22,GREEN
"Huawei Technologies Co., Ltd.-Laos-2018-01-01",GREY
"Ivanhoe Mines-Africa, regional-2018-08-08",GREY
"Myanmar Fiber Optic Communication Network Co., Ltd. (MFOCN)-Myanmar-2018-08-01",NEUTRAL
"United Bank for Africa Plc (UBA)-Africa, regional-2018-02-27",NEUTRAL
Kalyon Yatırım Holding A.Ş|Kolin İnşaat Turizm Sanayi ve Ticaret A.Ş-Turkey-2019-04-25,GREEN
Government of Kenya-Kenya-2012-07-12,GREY
Government of Democratic Republic of Congo-Congo - Kinshasa-2008-01-28,NEUTRAL
Government of Côte d'Ivoire (Ivory Coast)-Côte d’Ivoire-2019-05-22,NEUTRAL
Government of Senegal-Senegal-2017-01-01,GREEN
Malayan Banking Berhad (Maybank)-Malaysia-2005-02-14,NEUTRAL
Government of Mongolia-Mongolia-2000-12-28,BROWN
Government of Senegal-Senegal-2005-09-30,GREEN
Government of Republic of Congo-Congo - Brazzaville-2001-05-25,NEUTRAL
Government of Benin-Benin-2013-01-01,NEUTRAL
"Farmers World Zimbabwe, Ltd.-Zimbabwe-2007-01-01",NEUTRAL
National Bank for Foreign Economic Activity of the Republic of Uzbekistan (NBU)-Uzbekistan-2007-08-14,NEUTRAL
PT Federal international Finance (FIF)-Indonesia-2007-08-01,NEUTRAL
Government of Mauritius-Mauritius-2012-03-01,NEUTRAL
Government of Uganda-Uganda-2009-02-23,NEUTRAL
Government of Equatorial Guinea-Equatorial Guinea-2019-01-22,GREY
Kazakhstani Ministry of Education and Science-Kazakhstan-2013-12-04,NEUTRAL
Ghana Cocoa Board (COCOBOD)-Ghana-2021-09-21,NEUTRAL
Government of Laos-Laos-2011-01-05,NEUTRAL
Government of Pakistan-Pakistan-2020-12-31,NEUTRAL
Ceyport Tekirdağ Uluslararası Liman Işletmeciliği A.Ş. (Tekirdağ A.S.)-Turkey-2019-01-01,NEUTRAL
Southern Kuzbass Coal Company OAO|Yakutugol Holding Company OAO-Russia-2012-12-01,BROWN
Government of Malawi-Malawi-2008-03-17,NEUTRAL
Government of Republic of Congo-Congo - Brazzaville-2008-01-01,NEUTRAL
Government of Tanzania-Tanzania-2008-09-30,NEUTRAL
Government of Antigua and Barbuda-Antigua & Barbuda-2016-12-15,NEUTRAL
Yemen Ministry of Planning and International Cooperation-Yemen-2007-02-02,BROWN
Government of Ghana-Ghana-2020-08-12,GREY
Turkey Wealth Fund-Turkey-2021-03-16,NEUTRAL
Gulf Sriracha Power Plant (Gulf SRC)-Thailand-2018-11-02,GREY
Government of Senegal-Senegal-2010-01-01,NEUTRAL
Bank of Tanzania-Tanzania-2013-03-25,NEUTRAL
Government of Mauritius-Mauritius-2009-02-25,NEUTRAL
PT Wijaya Karya Tbk (Wika)-Indonesia-2017-03-01,NEUTRAL
Government of Angola-Angola-2016-12-01,NEUTRAL
Government of Kenya-Kenya-2007-01-01,NEUTRAL
National Bank for Foreign Economic Activity of the Republic of Uzbekistan (NBU)-Uzbekistan-2009-01-15,GREY
PT Indah Kiat Pulp & Paper Tbk-Indonesia-2011-04-25,BROWN
Fiji Electricity Authority (FEA)-Fiji-2009-01-19,GREEN
Government of Laos-Laos-2013-08-05,NEUTRAL
Cambodian Ministry of Economy and Finance-Cambodia-2014-12-31,GREY
Sistema Shyam TeleServices Limited (SSTL)-India-2009-06-29,NEUTRAL
Government of Sri Lanka-Sri Lanka-2007-05-15,BROWN
XCMG Brasil Investimentos Ltda-Brazil-2013-06-01,NEUTRAL
OJSC Lysychanskvuhillya-Ukraine-2011-12-21,BROWN
"Huawei Technologies Co., Ltd.-Costa Rica-2012-04-10",NEUTRAL
National Bank for Foreign Economic Activity of the Republic of Uzbekistan (NBU)-Uzbekistan-2010-06-11,NEUTRAL
Nextel Chile-Chile-2010-12-01,NEUTRAL
Telecommunication Regulatory Commission of Sri Lanka-Sri Lanka-2012-09-17,NEUTRAL
Government of the Philippines-Philippines-2018-04-10,NEUTRAL
Government of the Kingdom of Tonga-Tonga-2007-11-19,NEUTRAL
Government of Ghana-Ghana-2016-06-28,GREY
Government of Kenya-Kenya-2017-08-01,GREY
Bulgarian Development Bank (BDB)-Bulgaria-2017-05-11,NEUTRAL
Dong Lam Cement Joint Stock Company-Vietnam-2009-12-10,BROWN
Government of Guinea-Guinea-2004-01-01,GREEN
Myanmar Central Bank|Myanmar Railways-Myanmar-2013-10-18,NEUTRAL
WE Soda-Turkey-2018-01-01,NEUTRAL
Ethiopian Electric Power Corporation (EEPCo)-Ethiopia-2017-12-25,GREY
National Bank for Foreign Economic Activity of the Republic of Uzbekistan (NBU)-Uzbekistan-2014-01-01,BROWN
Government of Nepal-Nepal-2001-05-14,NEUTRAL
Government of Pakistan-Pakistan-2016-01-01,GREEN
Government of Benin-Benin-2017-07-24,NEUTRAL
Econet Wireless Zimbabwe-Zimbabwe-2014-06-20,NEUTRAL
Cambodian Ministry of Economy and Finance-Cambodia-2009-06-26,NEUTRAL
"West African Development Bank (WADB/BOAD)-Africa, regional-2011-08-18",NEUTRAL
Government of Mauritania-Mauritania-2007-09-17,NEUTRAL
Government of Malawi-Malawi-2011-02-18,NEUTRAL
Uzbekneftegaz-Uzbekistan-2010-06-01,GREY
Government of Sudan-Sudan-2004-12-01,NEUTRAL
Navigation Maritime Bulgare-Bulgaria-2018-07-06,GREY
China Electric Power Equipment and Technology Co. Ltd. (CET)-Myanmar-2016-01-01,GREY
Government of Mozambique-Mozambique-2012-05-30,NEUTRAL
Government of the Philippines-Philippines-2006-05-11,NEUTRAL
"Eastern and Southern African Trade and Development Bank-Africa, regional-2018-10-02",NEUTRAL
International Bank of Azerbaijan-Azerbaijan-2019-01-01,NEUTRAL
Oil and Natural Gas Corporation (ONGC)-India-2020-03-01,BROWN
Not Available-Ukraine-2019-01-01,GREEN
Hesteel Group-Serbia-2016-04-18,BROWN
Government of Cameroon-Cameroon-2015-02-01,GREEN
Government of Senegal-Senegal-2011-07-14,GREY
Seaspan Corporation-Marshall Islands-2015-12-09,NEUTRAL
JSC Acron (Russia)-Russia-2012-05-10,NEUTRAL
Government of Zambia-Zambia-2001-07-24,NEUTRAL
Government of Sri Lanka-Sri Lanka-2020-10-11,NEUTRAL
"GN Power Kausawagan, Ltd. Co. (GNPK)-Philippines-2016-07-04",BROWN
Government of Ghana-Ghana-2016-05-10,GREY
Government of Uganda-Uganda-2016-02-03,GREY
Government of Equatorial Guinea-Equatorial Guinea-2001-11-01,NEUTRAL
Government of Pakistan-Pakistan-2010-01-01,NEUTRAL
Globe Telecom-Philippines-2021-05-14,NEUTRAL
China National Electronics Import & Export Corporation (CEIEC)-Angola-2002-01-01,GREY
Siberian Coal Energy Company (SUEK)-Russia-2011-10-01,BROWN
Vitol Upstream Ghana Limited-Ghana-2016-12-14,BROWN
Three Gorges Third Wind Farm Pakistan Private Limited (TGTWFPL)-Pakistan-2016-12-28,GREEN
Albanian Ministry of Finance-Albania-2001-12-18,NEUTRAL
Mobile Telesystems (MTS)-Russia-2009-05-18,NEUTRAL
Government of Niger-Niger-2015-08-26,NEUTRAL
Three Gorges Second Wind Farm Pakistan Private Limited (TGSWFPL)-Pakistan-2016-12-28,GREEN
Government of Chad-Chad-2007-09-19,NEUTRAL
Cote d'Ivoire Refining Company (SIR)-Côte d’Ivoire-2018-12-01,BROWN
Government of the Maldives-Maldives-2010-11-11,NEUTRAL
Tanzania Ministry of Finance and Planning-Tanzania-2010-04-16,NEUTRAL
Government of Turkmenistan-Turkmenistan-2009-01-01,NEUTRAL
Government of Republic of Congo-Congo - Brazzaville-2011-01-01,NEUTRAL
BelGee CJSC-Belarus-2015-05-10,NEUTRAL
Government of Gambia-Gambia-2017-05-19,NEUTRAL
Government of Suriname-Suriname-2004-02-24,NEUTRAL
Government of Sri Lanka-Sri Lanka-2017-01-22,NEUTRAL
"Africa Great Wall Cement Manufacturer Company, Ltd. (非洲长城水泥制造有限)-Mozambique-2011-01-01",BROWN
Reliance Industries Ltd.-India-2019-04-01,NEUTRAL
Government of Mozambique-Mozambique-2017-01-01,NEUTRAL
Kenya Ministry of Finance (AKA National Treasury)-Kenya-2017-04-04,GREY
Government of Cambodia-Cambodia-2010-11-04,NEUTRAL
"China Nonferrous Metal Mining (Group) Co., Ltd. (CNMC)-Tajikistan-2018-02-08",BROWN
Government of Chad-Chad-2018-09-10,NEUTRAL
"Cameroon Ministry of Economy, Planning, and Regional Development (MINEPAT)-Cameroon-2018-03-22",NEUTRAL
Government of Guinea-Guinea-2005-01-01,NEUTRAL
Minera Chinalco Perú S.A.-Peru-2012-09-07,GREY
Government of Vanuatu-Vanuatu-2014-11-22,NEUTRAL
Nedbank South Africa-South Africa-2017-05-17,NEUTRAL
Menzelet Kılavuzlu Elektrik Üretim-Turkey-2018-03-01,GREEN
Perusahaan Gas Negara-Indonesia-2009-11-25,NEUTRAL
Mongolia Ministry of Finance-Mongolia-2020-07-31,NEUTRAL
"Sacyr Concessions|Unión Vial Río Pamplonita, S.A.S.-Colombia-2020-04-16",NEUTRAL
Government of Tanzania-Tanzania-2015-10-23,NEUTRAL
Standard Bank of South Africa Ltd.-South Africa-2020-10-20,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2010-01-20,GREEN
Citic Dicastal Africa-Morocco-2018-01-01,NEUTRAL
Government of Zambia-Zambia-2011-01-01,NEUTRAL
Türkiye Ziraat Bankası A.Ş. (Ziraat Bank)-Turkey-2020-04-09,NEUTRAL
Government of Mauritania-Mauritania-2019-07-15,NEUTRAL
Government of Gabon-Gabon-2015-06-01,NEUTRAL
Cheng Yang Paper Mill Company-Vietnam-2016-01-01,NEUTRAL
Government of Eritrea-Eritrea-2018-01-18,NEUTRAL
Government of Sudan-Sudan-2017-03-09,NEUTRAL
Government of Uganda-Uganda-2019-04-26,NEUTRAL
South African Reserve Bank (SARB)-South Africa-2004-07-19,NEUTRAL
Bulgarian Development Bank (BDB)-Bulgaria-2020-03-13,NEUTRAL
Gunvor Group Ltd-Russia-2013-09-17,BROWN
Transnet-South Africa-2010-01-01,NEUTRAL
Government of Senegal-Senegal-2015-11-24,NEUTRAL
Government of Burundi-Burundi-2016-08-25,GREEN
Infrastructure Leasing & Financial Services Limited (IL&FS)-India-2016-09-13,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2001-01-01,Mixed (No Clear Dominant)
Not Available-North Korea-2016-06-01,NEUTRAL
Bancó de Inversión y Comercio Exterior (BICE) S. A.-Argentina-2012-01-01,NEUTRAL
Government of Bangladesh-Bangladesh-2016-03-07,NEUTRAL
Ethiopian Electric Power Corporation (EEPCo)-Ethiopia-2017-12-12,GREY
Credit Bank of Moscow-Russia-2019-04-01,NEUTRAL
Turon Bank-Uzbekistan-2018-06-08,GREEN
Comoros Télécom-Comoros-2018-12-11,NEUTRAL
Expansion Transmissão de Energia Elétrica S.A. (ETEE)-Brazil-2012-01-01,GREY
Government of Sri Lanka-Sri Lanka-2013-02-19,NEUTRAL
Tajikistan Ministry of Finance-Tajikistan-2017-09-01,GREY
Government of Zimbabwe-Zimbabwe-2021-08-01,NEUTRAL
Wanbao African Development Agriculture Ltd. (WAADL)-Mozambique-2012-01-01,NEUTRAL
Government of Sri Lanka-Sri Lanka-2018-06-13,NEUTRAL
Government of Sri Lanka-Sri Lanka-2018-06-07,NEUTRAL
Government of Ethiopia-Ethiopia-2015-09-04,GREY
Government of Senegal-Senegal-2007-09-10,NEUTRAL
Development Bank of Kazakhstan JSC (DBK)-Kazakhstan-2017-06-01,NEUTRAL
State Bank of India (Hong Kong)-India-2017-03-07,NEUTRAL
"Total Play Telecomuincaciones, S.A. DE C.V.-Mexico-2017-01-01",NEUTRAL
Government of Kenya-Kenya-2011-03-18,NEUTRAL
Star Bulk Carriers Corp.-Marshall Islands-2014-02-17,NEUTRAL
Government of Angola-Angola-2013-07-21,NEUTRAL
Government of Angola-Angola-2013-12-01,NEUTRAL
Izmir Bayrakli Hastane Yatirim ve Saglik Hizmetleri A.S.-Turkey-2016-01-01,NEUTRAL
Tehran Urban and Suburban Railroad Company-Iran-2013-05-01,NEUTRAL
Bank of Thailand-Thailand-2013-01-01,NEUTRAL
Government of Ecuador-Ecuador-2013-02-02,NEUTRAL
"Cameroon Ministry of Economy, Planning, and Regional Development (MINEPAT)-Cameroon-2015-01-22",NEUTRAL
Huaxin Gayur Cement Company-Tajikistan-2012-12-01,BROWN
"Xinjiang Hualing Industry & Trade (Group) Co., Ltd. (Hualing Group)-Georgia-2012-07-07",NEUTRAL
Vietnam Electricity (EVN)-Vietnam-2013-11-28,GREEN
Government of Angola-Angola-2004-07-01,GREY
Government of Venezuela-Venezuela-2004-01-01,NEUTRAL
Government of Madagascar-Madagascar-2007-11-22,NEUTRAL
Government of Belarus-Belarus-2013-07-01,NEUTRAL
Government of Togo-Togo-2015-01-01,NEUTRAL
Mara Delta Property Holdings Limited-Mauritius-2016-01-01,NEUTRAL
Burkina Faso Minister of Security-Burkina Faso-2020-09-29,NEUTRAL
Government of Mozambique-Mozambique-2010-12-16,NEUTRAL
Government of Laos-Laos-2002-02-01,NEUTRAL
South African Reserve Bank (SARB)-South Africa-2001-07-30,NEUTRAL
Société Arabe Internationale de Banque (SAIB Bank)-Egypt-2017-09-17,NEUTRAL
Seaspan Corporation SPV-Marshall Islands-2021-10-28,NEUTRAL
Government of Namibia-Namibia-2013-01-01,NEUTRAL
Star Bulk Carriers Corp.-Marshall Islands-2013-01-01,NEUTRAL
Triumph Power Generating Company Ltd (TPGC)-Kenya-2013-10-16,BROWN
Northern Power Generation Company Ltd (NPGCL)-Pakistan-2009-03-19,BROWN
Government of Ecuador-Ecuador-2017-10-11,NEUTRAL
Government of the Philippines-Philippines-2021-01-01,NEUTRAL
Government of Malawi-Malawi-2007-07-01,NEUTRAL
Lao Cement Public Company (LCC)-Laos-2000-01-01,BROWN
"Zambia Ministry of Water Development, Sanitation and Environmental Protection-Zambia-2019-01-01",NEUTRAL
OJSC Novolipetsk Steel (NLMK)-Russia-2015-11-01,NEUTRAL
Government of Myanmar (Burma)-Myanmar-2005-09-02,GREY
Government of Sri Lanka-Sri Lanka-2013-09-18,NEUTRAL
Metro Línea 1 S.A.S.-Colombia-2021-11-01,NEUTRAL
Bank of Thailand-Thailand-2015-01-01,NEUTRAL
Government of Angola-Angola-2013-05-25,NEUTRAL
State Electric Company Ltd. (STELCO)-Maldives-2016-12-27,BROWN
Bank of Thailand-Thailand-2016-01-01,NEUTRAL
Government of Bangladesh-Bangladesh-2016-10-14,NEUTRAL
Government of Sudan-Sudan-2005-04-01,NEUTRAL
Credit Bank of Moscow-Russia-2017-03-28,NEUTRAL
Government of Mali-Mali-2014-04-11,NEUTRAL
Government of Angola-Angola-2013-12-18,NEUTRAL
Government of Benin-Benin-2015-04-07,NEUTRAL
Telecom Personal S.A.-Argentina-2016-10-05,NEUTRAL
Government of Democratic Republic of Congo-Congo - Kinshasa-2017-12-17,NEUTRAL
Dawood Power (Pvt.) Ltd. (DPPL)-Pakistan-2015-03-11,GREEN
Government of Angola-Angola-2006-01-01,NEUTRAL
Otoyol Yatırım ve İşletme A.Ş.-Turkey-2018-06-07,NEUTRAL
Cambodian Ministry of Economy and Finance-Cambodia-2008-04-05,NEUTRAL
Government of Togo-Togo-2012-01-16,NEUTRAL
Togo Ministry of Economy and Finance-Togo-2012-01-16,NEUTRAL
Zambian Property Holdings Limited-Zambia-2017-07-01,NEUTRAL
Telkom SA SOC Limited-South Africa-2019-01-01,NEUTRAL
Vietnam Electricity (EVN)-Vietnam-2012-06-01,BROWN
Government of the Philippines-Philippines-2001-10-01,NEUTRAL
State Bank for Foreign Economic Affairs of Turkmenistan-Turkmenistan-2009-12-14,BROWN
Government of Cambodia-Cambodia-2010-09-29,GREEN
Government of Sri Lanka-Sri Lanka-2014-09-16,NEUTRAL
Government of Suriname-Suriname-2008-11-21,NEUTRAL
Myanmar Foreign Trade Bank (MFTB)-Myanmar-2009-01-01,NEUTRAL
Government of Guinea-Guinea-2015-01-22,GREY
Government of Senegal-Senegal-2007-07-12,GREY
Government of Angola-Angola-2007-04-01,NEUTRAL
PT Semen Imasco Asiatic Raya (印尼任抹红狮水泥有限公司)-Indonesia-2020-01-01,GREY
Government of Cambodia-Cambodia-2020-11-27,GREY
Government of Papua New Guinea-Papua New Guinea-2013-11-01,NEUTRAL
Cambodian Ministry of Economy and Finance-Cambodia-2013-08-09,GREY
Global Bank Corporation of Panama-Panama-2018-11-01,NEUTRAL
Indorama Eleme Fertilizers & Chemicals Limited-Nigeria-2018-01-01,NEUTRAL
PT Servindo Jaya Utama-Indonesia-2018-01-01,BROWN
Government of Senegal-Senegal-2018-12-31,NEUTRAL
Government of Mongolia-Mongolia-2018-04-09,BROWN
PT Pabrik Kertas Tjiwi Kimia Tbk-Indonesia-2014-07-14,BROWN
Government of the Kyrgyz Republic-Kyrgyzstan-2016-06-20,NEUTRAL
Government of Burkina Faso-Burkina Faso-2019-06-20,NEUTRAL
Government of Rwanda-Rwanda-2016-07-29,NEUTRAL
Petron Corporation-Philippines-2017-06-16,BROWN
Cell C Limited South Africa-South Africa-2017-01-01,NEUTRAL
PT Jasamarga Pandaan Malang (JPM)-Indonesia-2017-10-13,NEUTRAL
